msp_name	species	genus	family	order	class	phylum	superkingdom	knowledge
msp_0544c	Escherichia fergusonii	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0545	[Pseudoflavonifractor] sp. An184	Lawsonibacter	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0546	[Clostridium] sp. CAG:245 & CIM:MAG 941	unclassified Clostridiales 2b	Clostridiales 2b	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0547	unclassified Bacteroidaceae	unclassified Bacteroidaceae	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0548	unclassified Lachnospira	Lachnospira	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0549	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0550	unclassified Frisingicoccus	Frisingicoccus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0551	[Eubacterium] sp. CAG:192	Lachnospiraceae B EuG	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0552	unclassified Oscillospiraceae	unclassified Oscillospiraceae	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0553	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0554	Anaerostipes hadrus 2	Anaerostipes	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0555	[Subdoligranulum] sp. CAG:314 & CIM:MAG 76	unclassified Clostridiales 1d	Clostridiales 1d	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0556	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0557	unclassified Akkermansia	Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobiota	Bacteria	unknown
msp_0558	unclassified Blautia A	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0559	unclassified Hungatella	Hungatella	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0560	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0561	unclassified Lachnospiraceae G	unclassified Lachnospiraceae G	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0562	Enorma massiliensis	Enorma	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_0563	unclassified Murimonas	Murimonas	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0564	[Fusobacterium] sp. CAG:439	Gastranaerophilaceae Zag1	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0565	unclassified Ruthenibacterium	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0566	unclassified Oscillospirales 5	unclassified Oscillospirales 5	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0567	Firmicutes bacterium CAG:475	unclassified Clostridiales 1c	Clostridiales 1c	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0568	Prevotella sp. CAG:1124	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0569	[Anaerotruncus] sp. CAG:528	Acutalibacteraceae 2 CAG-528	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0570	Bifidobacterium dentium	Bifidobacterium	Bifidobacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_0571	unclassified Acutalibacteraceae 3 CAG-581	Acutalibacteraceae 3 CAG-581	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0572	[Lachnospira] sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus	unclassified Lachnospiraceae H	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0573	Eggerthella lenta	Eggerthella	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_0574c	Fusobacterium necrophorum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	known
msp_0575	[Eubacteriaceae] bacterium CHKCI004 & [Eubacterium] sp. An3	Anaerobutyricum	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0576	unclassified Lachnospiraceae C EuR	Lachnospiraceae C EuR	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0577	[Clostridium] sp. CAG:1013	Acutalibacter	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0578	[Clostridium] sp. CAG:269	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0579	unclassified Lachnospiraceae K UBA7160	Lachnospiraceae K UBA7160	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0580	unclassified Fusobacterium	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	unknown
msp_0581	Firmicutes bacterium CAG:212 / [Clostridium] sp. 2789STDY5834871	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0582	[Clostridium] sp. CAG:632	Lachnospiraceae A CAG-632	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0583	unclassified Fournierella	Fournierella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0584	Eggerthella sp. CAG:298	Eggerthella	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_0585	Methanobrevibacter smithii	Methanobrevibacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	known
msp_0586	[Clostridium] sp. CAG:343	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0587	unclassified Fusobacterium	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	unknown
msp_0588	unclassified Acutalibacteraceae 3 UBA1417	Acutalibacteraceae 3 UBA1417	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0589c	unclassified Monoglobaceae	unclassified Monoglobaceae	Monoglobaceae	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_0590	unclassified Parabacteroides	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0591	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0592	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0593	Bacteroidales bacterium CIM:MAG 858	Muribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0594	Phascolarctobacterium sp. CAG:266	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0595	Cryptobacterium sp. CAG:338	Cryptobacterium	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_0596	[Clostridiales] bacterium UBA4696	Oscillospirales 5 CAG-170	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0597	unclassified Oscillospirales 5 CAG-110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0598	Prevotella sp. CAG:1092	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0599	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0600c	Weissella cibaria	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0601c	Anaerofustis stercorihominis	Anaerofustis	Anaerofustaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	known
msp_0602c	Streptococcus infantis 2	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	unknown
msp_0603c	Selenomonas artemidis	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	known
msp_0604	Dorea sp. CAG:105	Dorea	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0605	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0606	unclassified Ruminococcus 2	Ruminococcus 2	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0607	unclassified Paraprevotella	Paraprevotella	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0608	Muribaculaceae sp. 7	Muribaculaceae CAG-873	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0609	unclassified Bacteroides 2	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0610	Fusobacterium nucleatum subsp. animalis	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	known
msp_0611	Bacteroidales bacterium H2 / [Prevotella] sp. CAG:251	Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0612	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0613	unclassified Christensenellales UBA7102	unclassified Christensenellales UBA7102	Christensenellales UBA7102	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0614	unclassified Muribaculaceae UBA7173	Muribaculaceae UBA7173	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0615	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0616	Prevotella buccae	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0617	unclassified Duodenibacillus	Duodenibacillus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0618	Turicimonas muris	Turicimonas	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0619	unclassified Massilioclostridium	Massilioclostridium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0620	unclassified Gastranaerophilaceae CAG-306	Gastranaerophilaceae CAG-306	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0621	Intestinibacter bartlettii	Intestinibacter	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_0622	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0623	Erysipelatoclostridium sp2	Erysipelatoclostridium	Erysipelatoclostridiaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0624	unclassified Oscillospirales 2	unclassified Oscillospirales 2	Oscillospirales 2	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0625	Firmicutes bacterium CAG:646	Fusicatenibacter	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0626	Citrobacter portucalensis	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0627	Bifidobacterium breve	Bifidobacterium	Bifidobacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_0628	Muribaculaceae sp. 1	Muribaculaceae CAG-485	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0629	unclassified Monoglobaceae	unclassified Monoglobaceae	Monoglobaceae	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_0630	[Eubacterium] sp. CAG:161	Lachnospiraceae B EuG	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0631	unclassified Oscillospirales 5 CAG-110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0632	unclassified Ruthenibacterium	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0633	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0634	unclassified Lawsonibacter	Lawsonibacter	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0635	Flavobacteriales bacterium CIM:MAG 32_1	unclassified Flavobacteriales UBA1820	Flavobacteriales UBA1820	Flavobacteriales	Flavobacteriia	Bacteroidota	Bacteria	unknown
msp_0636	Bacteroidales bacterium 55_9	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0637	Alistipes sp. Marseille-P2431	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0638	Enteroscipio rubneri	Enteroscipio	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_0639	Faecalibacterium prausnitzii 6	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0640	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0641	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0642	Proteobacteria bacterium CAG:495	Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0643	unclassified Oscillospirales 5 CAG-110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0644	unclassified Monoglobaceae	unclassified Monoglobaceae	Monoglobaceae	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_0645	[Clostridium] sp. CAG:452	unclassified Clostridiales 2f	Clostridiales 2f	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0646	[Bacteroides] sp. 43_108	unclassified Prevotellaceae	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0647	Clostridia bacterium UC5.1-2E3	Lachnoclostridium	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0648	Holdemanella biformis	Holdemanella	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	known
msp_0649	Acidaminococcus sp. Marseille-P4266	Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0650	unclassified Agathobaculum	Agathobaculum	Butyricicoccaceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0651	Prevotella sp. Marseille-P4119	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0652	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0653	Muribaculaceae sp. 2	Muribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0654	Firmicutes bacterium CAG:103	Oscillospirales 4 CAG-103	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0655	[Ruminococcus] sp. 2789STDY5608817 / [Eubacterium] sp. 2789STDY5834872	unclassified Lachnospiraceae J	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0656	[Succinatimonas] sp. UBA2849 & sp. CAG:777	Succinivibrio	Succinivibrionaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0657	Clostridiales bacterium CIM:MAG 272	unclassified Clostridiales 2i	Clostridiales 2i	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0658	unclassified Bacteroides 2	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0659	Caecibacter massiliensis == Megasphaera hexanoica	Caecibacter	Megasphaeraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_0660	unclassified Gastranaerophilaceae QAMI01	Gastranaerophilaceae QAMI01	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0662	bacterium OL-1	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_0663	unclassified Oscillospirales 1 CAG-382	unclassified Oscillospirales 1 CAG-382	Oscillospirales 1 CAG-382	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0664	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0665	[Clostridiales] Family XIII bacterium CIM:MAG 1057	unclassified Anaerovoracaceae	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0666	unclassified Coriobacteriia	unclassified Coriobacteriia	unclassified Coriobacteriales	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_0667	unclassified Paraprevotella	Paraprevotella	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0668	Coprococcus sp. CAG:782	Coprococcus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0669	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0670	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0671	Turicibacter sanguinis	Turicibacter	unclassified Haloplasmatales	Haloplasmatales	Bacilli	Firmicutes	Bacteria	known
msp_0672	unclassified Opitutales CAG-312	unclassified Opitutales CAG-312	Opitutales CAG-312	Opitutales	Verrucomicrobiae	Verrucomicrobiota	Bacteria	unknown
msp_0673	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0674	[Eubacterium] sp. 2789STDY5834909	Anaerostipes	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0675	[Sutterella] sp. CAG:521	Burkholderiaceae CAG-521	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0676	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0677c	Slackia exigua	Slackia	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_0678	unclassified Negativibacillus	Negativibacillus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0679	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0680c	Muribaculaceae sp. 8	Muribaculaceae K10	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0681	[Prevotella] sp. CAG:617	Bacteroidaceae CAG-617	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0682	uncultured [Clostridiales] bacterium RUG798	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0683	unclassified Monoglobales UBA1381	unclassified Monoglobales UBA1381	Monoglobales UBA1381	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_0684	unclassified Duncaniella	Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0685	unclassified Clostridiales 2e	unclassified Clostridiales 2e	Clostridiales 2e	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0686	[Ruminococcus] sp. CAG:382	unclassified Oscillospirales 1 CAG-382	Oscillospirales 1 CAG-382	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0687	Prevotella sp. UBA630	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0688	unclassified Lachnospiraceae	unclassified Lachnospiraceae	Lachnospiraceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0689	[Clostridiales] bacterium UBA1701 / Clostridia bacterium CIM:MAG 26	Oscillospirales 4 UBA1777	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0690	unclassified Faecalibacterium	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0691	Lactobacillus amylovorus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0692	[Ruminococcaceae] bacterium CIM:MAG 1028_2	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0693	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0694	unclassified Parabacteroides	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0695	unclassified Alphaproteobacteria RF32 CAG-977 UBA11549	Alphaproteobacteria RF32 CAG-977 UBA11549	Alphaproteobacteria RF32 CAG-977	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0696	Acidaminococcus fermentans	Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	known
msp_0697	Clostridium sp. CAG:221	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0698	Faecalitalea cylindroides	Faecalitalea	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	known
msp_0699	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0700	Megasphaera sp. ASD88 & An286 & AJH120	Megasphaera	Megasphaeraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0701	unclassified Oscillospirales 6 UBA9475	Oscillospirales 6 UBA9475	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0702	unclassified Barnesiellaceae	unclassified Barnesiellaceae	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0703	unclassified Christensenellales QALW01	unclassified Christensenellales QALW01	Christensenellales QALW01	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0704	unclassified Oscillospirales 4 UBA1777	Oscillospirales 4 UBA1777	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0705	unclassified Hungatella	Hungatella	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0706	Dorea sp. Marseille-P4003	Dorea	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0707	unclassified Anaerovoracaceae CAG-145	Anaerovoracaceae CAG-145	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0708	[Ruminococcus] sp. CAG:563	Acutalibacteraceae 1 CAG-488	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0709	Firmicutes bacterium CAG:341	Acutalibacteraceae 2 CAG-528	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0710	[Bacteroides] sp. CAG:927	Paramuribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0711c	Rikenella microfusus	Rikenella	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0712	Lactobacillus salivarius	Lactobacillus B	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0713	Enterocloster citroniae	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0714c	[Selenomonas] bovis	Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	known
msp_0715c	Aggregatibacter segnis	Aggregatibacter	Pasteurellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0716	unclassified Acutalibacteraceae 3 UBA737	Acutalibacteraceae 3 UBA737	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0717	unclassified Ruminococcus	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0718	unclassified Alphaproteobacteria RF32 CAG-977 CAG-977	Alphaproteobacteria RF32 CAG-977 CAG-977	Alphaproteobacteria RF32 CAG-977	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0719	[Selenomonadales] bacterium CIM:MAG 469	unclassified Christensenellales QALW01	Christensenellales QALW01	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0720	[Clostridium] sp. CAG:1024	unclassified Christensenellales CAG-138	Christensenellales CAG-138	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0721	unclassified Bacteroides CAG-462	Bacteroides CAG-462	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0722	Blautia obeum 2	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0723	unclassified Oscillospirales 5 CAG-170	Oscillospirales 5 CAG-170	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0724	unclassified Duodenibacillus	Duodenibacillus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
